,Total abundance of ASV,Maximum abundance in samples,Number of Samples
246b16a4606b8ca7cb169224b1708db2,57,57,1
89a93687877e3b5f602ba30d8af358a5,57,57,1
612f3d902b796c38b51bbc557ee0ad5a,57,57,1
b1fc24159c7b5ae2e6b023fde5ffbc74,57,47,2
4cfb56052fb617995eace5c457889638,57,36,2
016aaa5ebc215036a377a265c318e6c4,57,57,1
9a355955a6092a11656352941d2d8ab1,57,57,1
3d90f5667d2bd7b1f9ac9c97eeb0b679,57,57,1
982b8a778b3829ec260507868d4f2d70,57,57,1
b8c09780ed3e89ad510214857206ab89,57,57,1
b2fa691fc5adfdb2496309b50dc05561,58,58,1
1fca96ed37f69163e3fd8453ff83885d,58,42,2
e59175d4cb6b9628d44b3a15fd1a7344,58,58,1
0d2f318fadf1e3e5712ce6e2a776ced2,58,58,1
85df86ca7be91561f3dbd74abe2ef0b7,58,58,1
f3d6160affad21209aef46909cb00eb9,58,33,2
8dc7653b0f31b5ebf58c73d8f5fa6fcb,58,30,2
6129fd6efba5b907111c90c5851875e3,58,24,3
008521c4263c409cbc78f408ba6f6194,58,58,1
d8ea21f16b334345583ea13dc8834b32,58,58,1
0d147c5082e23f5726d8db6cb6389a78,58,58,1
0725e045389aae9dd48bc584e3ba6140,58,58,1
6ae577b1707afd0d6a98d86804470c7d,58,58,1
b48833756dbe647a71049873ed30c362,58,58,1
293ae0eb10aeac688de56b5816ba5e5b,58,58,1
7dbfac57383b8c96c8dfaefc3d88afa7,58,58,1
b8a870ffa9348e30305dfe52e338884e,58,58,1
ceaa225a86f4e76a5a1748c31b6369bc,58,58,1
6327b8beded5ff1e53b7d41cb209d534,58,58,1
10c9ddfc098d18db8af63a89958e4f00,58,58,1
b791f7b9c8ca97a7f232ec9fde889f58,58,58,1
b4ca53ed112c3fe64334dd50d1748990,58,58,1
c29fc98f24f7a874fa2812cbda02d233,58,58,1
37fbe2aba5536e588e8564a2d080b497,58,58,1
3bb31fcbedb31a47c0b3303a78ef39a6,58,58,1
1bc9da94428dbf3fe26576b9e326ff32,58,58,1
e99eb2c2aa7953663866020cb5bb562c,58,22,4
8e2230df4ea32156bfbfb2cbb59ef2fc,58,58,1
1890e75a68d0d62b4a1444a6e3549ee2,58,47,2
9a909ac6c262ffb5711ebcd3eace0b59,58,58,1
5e90e1313ca71c4a7be643793bfc873f,58,58,1
0284bec340acf695db26f5c286ef1216,58,58,1
ef930e9ea3cc03f5c0d0a4d83794b05e,58,37,2
0787af5ba92f64016084a072969b775b,58,34,2
3e20f88273d133beddcf5c11b6895c6a,58,58,1
72ab6b9b5426fa387650d120dd59f5b7,58,58,1
83a6b5315e02dbe864fd08c480581089,59,59,1
c8a3dae6021235565e59e73e4e284551,59,59,1
503fc9fd122854fdf89945a441e4e89a,59,26,3
83b7b92cecbcb61298c815294fbac889,59,44,3
b53a70142ad7a9e38c75aeadcf9630bc,59,59,1
23bc80a90fa1837b55108f1056f1d5c9,59,59,1
cdcba34ef20facfa11c18cde933dd4b7,59,38,2
f70390ba98bc1d4e336f39839313e734,59,59,1
bd8653d1bcd4a71048860cea8035babc,59,59,1
687f42d16192f533fb8ee29c40cd6e5b,59,59,1
7afa499281ac10cafd3873b041088191,59,59,1
3e73ad55d81795bc478cfd0803b8b9f3,59,59,1
9be99dbb433172e68d023ba1fd9a8701,59,59,1
82d8df623fbb573bd506f06abefe61d4,59,59,1
0a94dcd91a91a84fa20076d1d692a374,59,59,1
4fce590a646b099a63cd46d9b1e6ebc5,59,59,1
8443190cf9069efebd8a1176bd316904,59,42,3
973a95e09f4058fd4fa5ca4c1eb271a1,59,59,1
967a14462c117688210878dc5f6ca59a,59,59,1
6a71bf6cb45d932df82cd242fac7d6c5,59,59,1
c8eb7414e6989841b699fdc9cfb82280,59,59,1
c83c94c3b0e71b41fa23c842d22fcf7f,59,59,1
03f50556afcbc85cfae8fdd888f1fc3d,59,59,1
4e0927318a6b5adf532e5ff4e2d37c45,59,59,1
c1e03080ade3e443c36160679664f822,59,59,1
a35ff4e51747f074ccce8ee74eb452dd,59,59,1
47cf3b82cbf1cb9f8571262d448e222b,59,59,1
5b82491f987c884e41b507cf268cc46e,59,59,1
d5d0b1a38d6ce935ecb51a15d7f03f7d,60,60,1
5e0e5f8a27786256b930c81d7ffc10bb,60,60,1
6e51abc38776038feecaa36086bd354b,60,23,3
c9e6fc9567a83114789ea19535a78928,60,60,1
d1262f64a5b81b948489a66ba7361f1f,60,47,2
8ae50a51c81574ea674a36b3a08802e3,60,60,1
4a8d4d9bc2f591395923b53e249f4c1d,60,33,2
d94bf1672dcd96a8a3e7e0ec93b88d5c,60,60,1
968a695ae070dd788b40dd789812d25d,60,60,1
53bdcde96bc5fa5d1ae16fbb9c121c3c,60,33,2
1d5041171b2a009802adf258c18effbb,60,30,3
d223a069ad0a57a76295e1884fbb4fa0,60,60,1
9a29f06cb1e269547adcc817d006d37a,60,60,1
865ad0d56d1a89b8c8742cfe141cf59b,60,60,1
c232a834d0e55aa7857adcbb15868afd,60,60,1
0990f57fdc56525c1f50535f091adb17,60,60,1
a639959269b6be80756ffaf781724fc4,60,60,1
e8119273ec73cd0fe6c50309acc39508,60,60,1
831ab768fa13c55ebbafe067ac10c53d,60,60,1
09dbec1f8b8c0349224a71a9e5dd7243,60,60,1
c6e62b36ed4af1791f8317e1746847e9,60,60,1
cb2300b54d5c82a6c96b520c414229f5,60,50,2
83e7175fe61ccca2855848e82c0328ff,60,60,1
b02f3faaba2c3eff9e251084319b5fbb,60,60,1
bc2905e8cda9c0b3323d0f2c232b1f91,60,60,1
271b6c29e0be9f0c1872e741b7a3f142,60,60,1
0b060bca62a4aa7bb4db0516e8a968a2,60,60,1
1a7be72e11ffd3a999169b1755b62598,60,60,1
61392f9fa7030be37dfac45a4b0bc0f3,60,60,1
d90aef1f420981868ce00b0cfe4f082d,60,60,1
842c8085073e8f8f74554201714e1d44,60,34,2
a0ed588c398ae68459aef8a1362366a8,60,60,1
c816d14b1ea786646ac09fe921fcd016,60,60,1
0611720660fb06c8481786c34371fe6a,60,26,3
40df23657d400b9f324e033c66d11109,60,60,1
f2305144742418d2bcdbb83f3aa192da,60,60,1
a8e1899b9b350a380c30ceba99171888,60,60,1
b1851045883d2d46359edef8d4ab4372,60,36,2
2d87b22bc8c235138771c6a52ef11c10,60,60,1
5d1a2fa665cbadfee1dbe9a026a0f1b0,60,60,1
68f4f0d9966b9643813f402ed37b0b08,60,60,1
893ee13770a093ea7cc85c5388d6077a,61,61,1
7bb0d34fe799ba25909d5d93537a617f,61,61,1
520346820797c2445efaf03a0c437852,61,43,2
89b4a01ace163fc974dfaadd988f5ac8,61,28,3
1cbedc2b18c308efc571cf246a7d189f,61,61,1
27e76e4d38152a8dd5a1ce2feea6f372,61,41,2
055db0839abd51cdfb18fe49efa28be2,61,61,1
d5ff21b73338f673322970affce5f150,61,61,1
0d308424b267a416878a06e34c053f75,61,61,1
cb40a8f709689f42d317405d99bdad77,61,61,1
0083d6b53b6f82dd2566b5b2b39268a9,61,61,1
4dd220c4645a91fa94e97e1e1ddfbb8f,61,61,1
1d898a6fd13a2056d714a1e41588b1e6,61,61,1
02e3b28c65daae41593c74bc4f536f8c,61,61,1
e8167739b83d4e11bbeafc2d94d8bc9d,61,61,1
9657b4ce4a86f7d0f9bb30207ccb243a,61,61,1
41fefbbbf39dfeb43b57bf36569e5081,61,50,2
09df4ae9721e424a37be4c5778dfa34f,61,35,4
de16ae8120b4e77370a23924a126428d,61,41,2
75d2f2b76b5a634ff0f56ea1ddf55481,61,52,2
cb465e1c1571bbc80c88de1d862889bc,61,61,1
a92a9aa142c937435e1446672174b5d4,61,61,1
2f59725e7da5d2a3401f79fe1fe28635,61,61,1
023f46937fc3df768742f008115a2e33,61,61,1
b867757200ed83f749e927f321660589,61,61,1
48876a7b14a1f8654ec8be708f55f008,61,61,1
63f862fc9b657b122156165ac1050a5a,61,61,1
c95c130a31dd4a10bda0701a84a3f81a,61,61,1
7fa33fe89323a60152273733b198be8b,61,61,1
7ac7a852609cb084e6aee65cf32ef99d,61,61,1
3e48a8d9f101f86e01b9f728aaeba571,61,61,1
2844c3683e5f3fa20e1e75a1e9cd591f,61,61,1
3728f72354bf714ccc4c62024d20ab47,61,61,1
7ea846f5d530555c033c693b5f700147,62,62,1
3a8706710bb745f06e23abc760c1b0a6,62,62,1
7129c24a51db09377eff69c8bf2201b4,62,62,1
ca862a6f5f9b977ac0e0663bd6b45bd0,62,27,3
e1d81a5c43e03dd88dabeec47470e5af,62,62,1
8d1584a98b469bbc37ff9b3300d26219,62,62,1
ba16bff1b48d522dfc4296625b046723,62,62,1
ed54eb6a63a70e6036a5eaea4efb442b,62,62,1
b30650097d3c161083afaad695b00342,62,37,2
392a7e59050e7a84c7a5331964e19140,62,62,1
af9fdd3170a6e948c4e2753c0aa2648c,62,41,2
60af0827d46f10a1db8dd46949279c2b,62,62,1
e962725e410669cef6a97553437d6ae2,62,62,1
dea44a06d224d2b0e72cedcf2900fa43,62,62,1
33202e74464704428fb88a3311c0e8c9,62,62,1
badeef6b30f33bc881b3faaa36c92837,62,62,1
f53e995614135c151a7afe1612ff13b3,62,62,1
8f6434bd488791cd05ec88e604608fd0,62,62,1
b60e40256e8fb66580544fa955517578,62,40,2
f8cb12faf78e3e0cb7c80e10713cb43e,62,33,2
6510260de2bba4f88ab6662640f70342,62,26,4
22cc3d50506113324e65b5c6a378345d,62,62,1
d9593c2ad5e55dfa89378796dd5ba078,62,62,1
8f4b99a1004752173aa610f3a4efa03e,62,62,1
dc21f4ebd8ca0c483ac10637f22dc452,62,62,1
d1a280160c16f75937c0a9b9d6ebb687,62,25,3
5042b6805498b713f6277e3b3c31e787,62,62,1
ae365f4704b9a20261b9459607cc3b64,62,62,1
830a348f2e58fb69cb26af2b7b59b5de,62,62,1
f4903c3509c7e1db039b35eb6ffbd256,62,62,1
8eca77b631bfcb246dc14c691b8460db,62,43,2
65adcf23600b6eb8c167a96c152ae3ac,62,62,1
5af9721b02a3648700822cac148f4e85,62,62,1
21b419b620286e02f4123ee81e015faa,62,62,1
1ce5ecaa6689179c3a6ce0e8331ddb1b,62,62,1
2358c371b9021d90b8370a2ed34e9c02,63,43,2
30ba20699e20e02209e777c822667c84,63,63,1
429b07cabd54b113542d9d827b499bf8,63,63,1
020403610faae2ae80b1a4d01276e224,63,63,1
402f3159010f42717c791d1eb69de800,63,63,1
05a9c8d6c8410c046cf5f3b81c0fdc47,63,34,3
08974e2fb9320842c8ad68e3dfea8d91,63,63,1
68b76f65642e536aa904087cc155cc3c,63,63,1
fe7937a2194400edbc56b2a5bf0eeb2e,63,34,2
4d7cc32ad1790b9801f9be580bcc886f,63,63,1
2815f331c181084f4f9f86fd35c3b942,63,37,3
3bb42f045c35419f6d467943f86b2759,63,63,1
4ef16b51a830ba13898fd35dacee2bea,63,63,1
7eea0886205606b6ece1a234f25fca0b,63,18,5
56546e47c27b19c460e6e0d85f498eda,63,63,1
40731e3d6b8fa412d8c090420ea43928,63,63,1
bb236e0454ded2222ee2b007f7639fa3,63,63,1
1cb8f560d70e513fa1d27f9448ff509e,63,34,3
e81451fa115979da7b33c10bdcb2d02c,63,63,1
0049db28803815a05dfea8129a0cd9e0,63,63,1
e5f8a7f10cdd82483e50d4a62953391f,63,40,3
bdd358630dc2196d1e443c2d12f4a61e,63,63,1
98e665c679cc10df144ead578e9c1edb,63,63,1
207c2ea07c2c749cb4ca7213ad3f3391,63,63,1
6863159311c1d4ddc96e3403da7a49ac,63,63,1
000b7528e4817ddcf3f8880124e61de4,63,63,1
8fd05c461991b9ce47c60f56baaadb8e,63,63,1
7537e45fceb821439f19df6e72dbf167,63,46,2
010ac8284f7f33d86588847d4bfa4063,63,50,2
f72c0ff792b7b10565ccbd0334b2fc5f,63,33,2
3a864a0fe99df7c616cb3d4804c9b8d8,63,63,1
ba8e161a1aa95d853c66a72ca5ca6677,63,63,1
ba882ceed16f28b62a41fdb5d1afbab3,63,63,1
495b0316a1d12d6300c990f0c27abfec,63,63,1
e214b56bc80e70bd4948c20cb73783ca,63,63,1
a28395edcaffa9692b1de31bf970c552,63,63,1
9d9d79758e176815ccec36c25ff0ecad,63,63,1
d934cc741dbab9a986b21fee9e930b46,63,63,1
2bfdc47f92bd62f4539bcc0f78a9edbd,63,63,1
13dffdaf8ed2f72a47beb2d4c2840cd3,63,63,1
4bdb15e58c169cef41dea58d1e524a06,63,63,1
5039c5ab1785646ad859ce217f14b1d8,63,63,1
f6c85e62a2e52b09a213651f16d21666,63,63,1
f705fb456c766f9d2b3e9d5257670ee7,63,63,1
e81b03d430a7e50596d834f325a800b4,64,64,1
5e43383436194cc9107e37fe933fe35f,64,64,1
a43b91d6f44688ac0d47c46f7de095aa,64,41,2
bc98a4f7b6d23d506df8ea6ad3043d17,64,64,1
fc532a1a30f374bdffbc1fe2b2e752ef,64,64,1
d3936507827131d84cd143f9d87bc96e,64,27,3
c17364785bafd2dc1ab62bbecf37891d,64,64,1
391cc0f9ab571e1be2c48b6979f13a21,64,64,1
04dee51ea43ddd4343a22cf5c1b1b29e,64,64,1
95fc82720a1a349481316f9dea5356a9,64,64,1
e58ae80f95750ff9744a565a469e3971,64,64,1
85e369f6811dfff8df30c7776132d75c,64,64,1
7dec03f10a643f7458907a4f4167e65d,64,64,1
d01202ba0551453e9fc06561d585d6aa,64,40,2
bc041067667e0e105109ef61b68df646,64,64,1
9841088342609e3ad24dc64efd12520d,64,32,4
d77f1fc97752333dcc8846f64c656474,64,64,1
4fbc0740175add813a9d3ccfb0a94a05,64,64,1
9b554864731a6e13f4814b61fe184a13,64,64,1
5d062f7a75983932beec9a5e8468abe4,64,64,1
b897df473e7e3b7fdf61718b6c8c9fa6,64,64,1
67ba5faeb9ee6dfef1fd819711306ad2,64,64,1
5805335943c6a9686e99df4e2d43c0e2,64,64,1
f559ee36a4a1e8eb5e556f889288aae1,64,64,1
f24108e56f23ee055c1a5a767cafa2c8,64,64,1
ad47e53245c7a88b60598fdd057b20e3,64,64,1
f7f56975120a12ddc1ab48792dcba03d,64,64,1
9fe394e198eba8657e81f39d6c1b644d,64,64,1
701093cdb371b202b3526ec20909f688,64,64,1
86ba98215eff11fa598bdcbe7b27bb9d,64,64,1
49aea3aa78698d8db98e22dbdd11f543,64,64,1
230ed61e28540cafdc59b852a2120824,64,34,3
acdc331725dea4afff4b2d7c85153d51,65,43,2
3d42e77b073286c98ed2b65a14fc50d7,65,65,1
7b008168e066a531b22081234bd8b616,65,37,2
9fdbce4eb44d2aab3057908959aecbef,65,65,1
e4ea9582943580997915fe9c2baeec7a,65,65,1
8e897c5f86a574d6d3abec771f64181c,65,65,1
b07436da1e56c787291f9bd464feaa0e,65,48,2
b63b3086ad086af26e5b1c4523b13d71,65,65,1
793eef0370c97488f6b444a31962bb5d,65,35,2
32dd223149a33889fae87851bf59b3e9,65,65,1
5f1f0fc9ffaff6ea3d9d32886451c11c,65,65,1
432c94f4dd777386b280f7435f90858a,65,65,1
430e12042250b82068b63ddc364f5d38,65,27,3
11cd230d06f3a63e2540b7470569a09c,65,42,2
c58184bd6ae2b307dfd5251312c05973,65,65,1
9a539aa4b5b0bff343f0481a3b3dc7ee,65,39,3
b3afdfe552c7b4100060a76b2afb22be,65,65,1
c69461eb1000e7a1735eedef2b8f2980,65,65,1
aa6fbfe4fb8424b0c120e7bf9f8fb2e6,65,65,1
3d832410bb3b1edbdc23e67b0276b92e,65,65,1
4ff73af105680f456eb118a07a0cefb4,65,65,1
9be7cecaa15f58485d2ffb59b0956345,65,37,2
27da3c3c74625b778ad676b457804c64,65,65,1
b1f25780b843aa076a7f6c0de248685c,65,33,3
8a2ecd8fb0f4b2d87578726ea1c335e2,65,65,1
2632c9e0389e9a8adad1ab53e53e69cc,65,65,1
85c901f1a1886c6fbdd4d7712d037ad9,65,44,3
0841a96f5bc500dd6b90666f8d6138bd,65,28,4
faf168b3bd761cfbdd0d8127bea3c7c5,65,36,2
b83ca64ffc211ff925b020433be483a8,65,65,1
bedc81cb4ae977dd979842c09396b88e,65,28,3
2a9e6f9ffcadcbf14079df12c0903bf4,65,44,2
b6948524da9ae85104da9815738ecc05,65,37,3
47b2ad44ad484e7c16516cd71b75a29b,66,66,1
76ac6c428c1fc9ca85d4d7546bc73282,66,51,2
d443210635a058ddf6034f695ef6947e,66,41,2
ea86a3709c9f7278de74d1ec0df247d3,66,39,2
28c3a42edc2d5daeb1cacb4b8c2c9d2b,66,50,3
3ad01cd358abf415c14edec3404d2153,66,66,1
6c900480f69892e4ae52bebf9257b05b,66,50,2
61170ceab353b4dce020948c571d94cb,66,54,2
f66e358692e5a2c4d277a9d5d7afacaf,66,66,1
1c047a3b70ca35d9681070c64f13a2e3,66,66,1
ccc6deefeea08620f4b819d9b94f957d,66,47,2
6d3762a55f70e89bff9819e3978aa269,66,66,1
80c25e4a6bd686c1f7f6382a97966d9a,66,66,1
401861a1e96f148b480f4fc4ee5eeb94,66,66,1
ebd8f5999fd60b0e0b72d49f1934451f,66,66,1
74b9f91c8a0214feaa6b04d3b59559b6,66,66,1
f8a3e4ad695c9f7669f8c77ab68935be,66,27,4
21cad8307240bc590f935e87e8c0d8b1,66,28,3
e1c6bef8dac9332705429f87ad9c62f7,66,66,1
779c41dc90299d9478c4b6f311026f01,66,66,1
debb3ed215d332eb01ad06fad75447d3,66,66,1
9944608544385db1101599162064119d,66,41,2
c1d4631f60ac0c8b8256c4a815b9e4bf,66,66,1
d1243f8c711a129e9f208d2c5afb933c,66,66,1
7a290184eea63674a94dd94db433c211,66,32,3
019f3a71e790cc83c3cae51169086448,66,48,2
6e834293aff84bf33165dbe41945109d,66,31,3
ea7572da24e0267d028c42b3892cdcab,66,42,3
893a502bbf47819563518e7f32fca1f5,66,66,1
c1a8525f601aa5a731a8d1f8f7c6af83,66,66,1
03c1285f709c0f7ddbb233f588dd42b0,67,67,1
fa497ed740b14d70dfc033d90e1133c2,67,67,1
6e36d919c44bfdce425bc97c528de52d,67,67,1
6b2279adb17abf5318071206bafba858,67,42,2
a03821df3ecb3c4403fe7253f703cd94,67,67,1
690f9a64359019cff74c3ca067a7a94f,67,67,1
8c8183dd01a0633310ef2325ba4b0457,67,67,1
c11b316253703669e8c3269695c578c9,67,67,1
db22c46f81905b8a1c5216d3a9b164c4,67,24,4
d2f8b8bbc22907db5ba21f2165bc3294,67,67,1
42d40ded55926257a68362e2acb0320a,67,67,1
738fa18e6e4d6ac0a27f2ca360b3805d,67,38,2
f57b71c737a06af5cecb5ce06582e020,67,67,1
10d557704bbac68e62ba3e29bfaa3fc4,67,67,1
12ad2755a5a4f8229f086938ba7594f7,67,42,2
9e0194d8659c954d32b90aae4689b615,67,67,1
c00a043522248932a027d12929e37037,67,67,1
1ecfbc8daa608e25f8e4d3ce1a324df3,67,67,1
b22e6c7e47d40e523f26ff17ebeb3cb3,67,24,4
06f97566ece1fd8eb27a070b7a067e5a,67,67,1
f6e2e802a266dfe11bb168b5c66ac432,67,67,1
c7bbc709489e7f25b678fb15bdbae0fa,67,35,3
36b94eefc81935dfe3aa9fa82fbb1f41,67,67,1
38543a7385acdb7e94251b419eaedaf5,67,67,1
b246009c3305b63fef1179456749eccd,67,41,2
dae8112bb71722110d8811ab212fd690,67,25,4
236fe044daf0f521ec24a033a38652c1,67,48,2
19822b4ba5c97787c45af61675271ebf,67,67,1
12cf892ecfe8e82bddee3f58f348e3b0,67,67,1
0b125c2f834e31b52d6d600a9083c6c2,67,40,2
1cfa574586b09544e0035ac2f1c3c8af,67,67,1
c2f1c4bf11dfaac5809165624fbc098b,67,67,1
d1364f8cada0d7df70ab0cc6965f0975,67,42,2
f391333a9f1bb6bf71918fa5f36471c5,68,28,4
d8846f266ef7d73e9d46caed25bb32c9,68,53,3
04914343e8fafce2a1b02abde1f97a8d,68,38,3
85a944fbb14d64ad94b25a25b03b98cb,68,59,2
da866c4e2700fd2671e6be39f4217b0f,68,68,1
7429560e45a43aa690dc160f37e1c901,68,68,1
d4a2eebb8693e98b161418ce52944230,68,68,1
736c88bc579258a67446e9f6725dd301,68,36,2
9e8ecf3d7ac972114f4a2278b984391d,68,68,1
eb8db16852226807eaeb9d8e7b0e86c3,68,68,1
0d15264b5c5078c97adc287234166372,68,46,2
853fd69174d36c2741bb438627913596,68,68,1
a1abd0d309787c788f28246098046fae,68,68,1
d40ff05e2177447dc56775a4539d1a60,68,68,1
8eaf0e341500d9fcf1fb18d71a25bc00,68,68,1
3a16c3cedae707aa83f00e7cff0e0b35,68,68,1
f593b01dbf3fa97e7eb9c8470a04ccb7,68,68,1
accee1068b4257f4a5eca012917e9519,68,68,1
db6435ef338af6804df5f92ebd4da349,68,68,1
a1322d40324e066732ed6a42b236fb90,68,68,1
2154e393659e1fd7eab1b6682a0bc1cd,68,28,3
7550addfccee3ec918754f41d200a98f,68,68,1
fede45413310c0c01a3e0669ac5cf7b3,68,68,1
a3743a76ee7801c0e2cfa9cfe63ccc49,68,68,1
361bfdc01c5df40143ee471298e0856e,68,68,1
4194fc8054bd49b3bf447cde6e26cd43,68,68,1
379d2504ebcb703a7e348bf26cb26331,68,48,2
cbece9b5f2fbd991d089bebdbe474d79,68,68,1
3bd6f9af9ac93241f8504af2dd071fe1,68,68,1
b31abbd63c086160395f2b473795eb4c,68,68,1
6cfeac123f2fb8ce7cc7ad82541fb5d8,68,68,1
c92dac267f3f9b7e394020bb81eedc01,68,68,1
7906d1b18f5c3e58e3ff200cf637e904,69,37,4
a2098622b1dfb4bd84a2a6728ae53562,69,69,1
13756e21de9d0ed8f66ea0a321a1d231,69,19,6
fee9a34c593de931d9f96b801ac036ba,69,69,1
ee83bc6fa431c7190862ce15a0ff8b93,69,69,1
aeeaf81cd8634d8df49e70c244e60db8,69,38,2
82e9ca6bc08ef70d8a9136413a85b20b,69,69,1
223d254fc403d6e5d9c92a6c68e9eb38,69,26,3
b3103224707c5d0aac10f2994b48505a,69,69,1
b3db99fdb74637fcbe1ef783c190b7fe,69,69,1
286bb24cd0428f078fd03f3843a30185,69,69,1
54632e2b3dff5da33c2a6b030bc19c7f,69,69,1
2abb36465238980585d6d8324a57ff3a,69,69,1
8b298172a2918c641b6d3d820698ef1c,69,69,1
9be85e60b9f89032bb4447c4b786aa7f,69,69,1
0cd41a8c135e478a1f2f858f1d10c986,69,69,1
fde296c359290ef88e8e85aebfd51545,69,69,1
0d5c7cf1ef8fec7ed6ff54f44c2a7536,69,69,1
7e058f30696fa850e1ad864750973191,69,69,1
ed2a17acf16c5514a0d669001c291728,69,69,1
c63df7d11e2e4bc10e13caeabdbcf4c9,69,69,1
2b0c307f0036189c9b16c85434266709,69,69,1
0683082203c539fbc773b517019393ce,69,69,1
22e7a6ca7b95a375a411f5ed86ec6845,69,58,2
03423c82ab14f93a743493dc01c5e898,69,53,2
813208d4a4f3aa47a0637c0c5f8c0156,69,69,1
a5d2ee3fe0c97843979c2992732b9e1e,69,33,3
deb75a2ec960893f9f681693dda21d1e,69,69,1
006416a9e7985649c6e5c89fd2892e91,69,69,1
f7c1b83b292dc2dd8c22fbe1cd4918be,69,24,4
c83507d3078415b054875dfada5a97dc,69,69,1
b189af38f843a9e287871d24bcfc6e39,69,69,1
967cb95b18310afd01121e40d13ef355,69,69,1
4427f591c32ef6ad33a56bfe0f5442d5,69,27,3
47ed7e4ad44a60721b0740f8004f4548,69,69,1
f3ec44b5f76b4938e57dcadad0ad164c,69,69,1
f41aa5fdef15d92b8195a28bd0573cb4,69,21,5
8189c4f4d4246c1f121eb6915fab9e20,69,35,3
8ac4b34d44d83631642a97c174dfebc3,70,70,1
999df95d459edf56001603737f1e3eee,70,70,1
96c53ddd92a27e840a7196cd16e5ee41,70,70,1
42d99a62590ea354b5dda7765247bff8,70,50,2
713bf437f940bbbb50b41702368e567c,70,70,1
43e92cb7bf05d193eaa9033b73d8016f,70,70,1
458751ac4f3e4dcdb7e3e74d748ff162,70,70,1
bceece9b3f919a5034d84a89e7722465,70,70,1
854093e6f65d0fc236e72691f214981e,70,49,2
9f601d29db90a57f0056664b5a7b4587,70,70,1
ddbfc4d65793fc7b0330958ab699332a,70,70,1
dbf0c25ae0ce9cabb8b8776054f31629,70,36,4
f82b96e548b5617ff2f642da26ed7110,70,26,3
9ac9ac51166e4cb19a9f733c66340785,70,23,4
eb36f03fa911d59bb871ff621acd3f8b,70,70,1
2473669b24116ad1b924fb22b9abce57,70,55,2
8d76aa6d6934d42c6944661aea82af6b,70,18,5
0d0edbfe4cc21201cc568158319229f8,70,39,3
d7bdefcb9e8412815a682c67266132c9,70,70,1
6f79d27d4cf677a50eea42abe276c3d2,70,70,1
f9b091bf7c274b55493ca9636ef045e5,70,19,4
e9449f6e4a4d0593c8606cabc4f02922,70,70,1
52fcadd25a9eb0ab44cac575a2306b92,70,70,1
18d08a4ba21fa68da9f4a5ef7c101cdc,70,70,1
fde459bc1db72d5008385f7be506042d,70,70,1
b5d9591f2d903cd6c28914a2a846f410,70,70,1
ba7c72d0a3dcc93c06dc531a127d1d50,70,70,1
a0d77747c0b0b9607325912c72c0d88c,70,50,2
f11f29ae25602a14cd394b79b5e990c7,70,70,1
4388e45705ffd00994953631408b51cf,70,70,1
452f596df4218635d5f71ebd85a3c41b,70,50,2
28bd789429a084e1da7f55582db71d7d,71,42,3
a189799d1f5c8c8fe9bd56587c594fa5,71,28,3
75a31fd8518de0f9e934ce03c7d906b9,71,71,1
49f0ae1b209e8c36d33261be48656bba,71,53,2
f3f6bd190a4d895e6bda9ed318af536d,71,61,2
d68dab471bfdb5bdbdd3e2a095a1e1ed,71,47,2
ec8abf23d7ed88869fdbb836c63b18a7,71,71,1
64963e409eabc8e627264de527d529c0,71,19,5
bea1d332c42ce9854328c51d8f12a9fd,71,71,1
20f7a00be233c79d48e4e6fb38d2e4ca,71,71,1
63e2d58f8501f7788f706b28f5b65e35,71,71,1
3b37221d1e636df1d5b64baba3ababff,71,71,1
69a68b4735d9ca3bd6cd645d2ebbe5f2,71,71,1
c33aa9aaf9d9f09c2b30e2f07dc4f3bc,71,46,2
3509f11b31fea60f2ef1e9d0d70aaac2,71,71,1
25bc8e171edc5393a93c2ebdb9efc9b6,71,51,2
325f82ec7afe81fcf5250f1de39871f4,71,25,4
52357c2e4590ad202f1ce2f4e363eee7,71,42,2
8376e72da3dd0511153a8574a6713d8e,71,71,1
797e15dc74b02b2e6ac54b03ab27435b,71,71,1
d3062b0cd2fc89e42e1b88bf309d94db,71,71,1
a621dd00715987b960f466c4b0149e77,71,71,1
1c7329ba9a910df2d1853a16f50022d6,71,71,1
933b98081aee98aae5276def8dcc353c,71,52,2
ecfdc196ffe71323bd3ec90d2e6a5921,71,71,1
bc1c3baf4bad7d24a2185e9a7c1c4d5b,71,71,1
7e3c40a59e7759ff84a24aeccc86bf22,71,71,1
e2a89f87db635cc1654d053290eb8d7d,71,71,1
ff0980fac15e5be574fc9a3017f3f69a,71,38,2
62ef97d090bd7d8962fa317bdc76b12d,71,71,1
8df3625a78557ca7c8c905a70a7221f3,71,71,1
d8e4a714ee3463d1b419ff748fedf320,71,71,1
6c76e82e33cdb86ccdbf250ed382f446,72,72,1
1bc2eb0089ca369588cac25ee2a72470,72,72,1
07928728a89ae6fffcde1ee494ae1de9,72,72,1
8ec4d47d10eb16b8900b0da2746670a2,72,72,1
82a23702c83cc99fefc53ad435e9e4f8,72,72,1
db1750f0e434016c2620e34d688825b1,72,72,1
fb1c628561aa63d4b4f29d0b5d501f9d,72,72,1
b565caa070952857e89cdec21d84a7b9,72,72,1
30e5e9330fe3fb8b977812549258b660,72,72,1
7106b4fab95de3e3c96c74610375b87e,72,72,1
ffc360cdc86d216a0bcae0493012fcde,72,72,1
